first_name_left,last_name_left,country_left,first_name_right,last_name_right,country_right,label
Luísa,Lima,Brazil,Lusa,Lima,Brazil,1
Emma,Lefèvre,France,Herv,Durand,France,0
Álvaro,Pérez,Spain,Pablo,Pérez,Spain,0
Miguel,Carvalho,Portugal,Migeul,Carvalho,Portugal,1
René,Dubois,France,Ren,Dubios,France,1
Théo,Petit,France,Théo,Petit,France,1
Giulia,Ferrari,Italy,Giulia,Ferrari,Italy,1
Beatriz,Silva,Portugal,Jeurg,Weiss,Switzerland,0
Jesús,Pérez,Mexico,Jesús,Pérez,Mexico,1
René,Pérez,Mexico,Sofía,Fernández,Mexico,0
Mélanie,Müller,Switzerland,Mélnaie,Müller,Switzerland,1
Rogério,Fernandes,Brazil,Fernanda,Silva,Brazil,0
Eléna,Bianchi,Italy,Francecsa,Ricci,Italy,0
Sergio,Hofmann,Switzerland,Sergio,Hofmann,Switzerland,1
François,Fischer,Switzerland,Hans,Kaeser,Switzerland,0
Léa,Weiss,Switzerland,éLa,Hugentobler,Switzerland,0
Mariana,Fernandes,Brazil,Mariana,Fernandes,Brazil,0
Laura,Fernández,Spain,Iñigo,Fernández,Spain,0
Luis,García,Mexico,Valeria,Muoz,Mexico,0
Andrés,Martínez,Mexico,Jord,García,Spain,0
Camille,Lefèvre,France,Camille,Lefvre,France,1
Jordi,Pérez,Spain,Jrodi,Pérez,Spain,1
Jesús,Ramírez,Mexico,aMtteo,Hugentobler,Switzerland,0
Luca,Rossi,Italy,Alessandro,Esposito,Italy,0
Marco,Ferrari,Italy,Marco,Ferrair,Italy,1
Käthe,Wagner,Germany,Sabine,Mller,Germany,0
Óscar,Fernández,Mexico,Andrés,López,Mexico,0
Bruno,Santos,Brazil,Sven,oHffmann,Germany,0
Valeria,López,Mexico,Valeri,López,Mexico,1
Matteo,Marino,Italy,Farncesca,Esposito,Italy,0
Fernanda,Oliveira,Brazil,Fernand,Oliveira,Brazil,1
Mélanie,Käser,Switzerland,Elena,Hugenotbler,Switzerland,0
Hannah,Fischer,Germany,Hannah,Fischer,Germany,1
Ana,Pereira,Brazil,Ana,Pereira,Brazil,1
Fernanda,Fernandes,Brazil,João,Ferreira,Portugal,0
Jürgen,Schneider,Germany,Jürgen,Müller,Germany,0
Óscar,Martínez,Mexico,Käthe,eWiß,Germany,0
Marta,Rodrigues,Portugal,Marat,Rodrigues,Portugal,1
Lucía,Díaz,Spain,Pablo,áSnchez,Spain,0
Jesús,Pérez,Mexico,Jesús,Pérez,Mexico,1
Lea,Schäfer,Germany,Kthe,Fischer,Germany,0
Sofia,Rodrigues,Portugal,oSfia,Rodrigues,Portugal,1
Fernanda,Fernandes,Brazil,Fernand,Fernandes,Brazil,1
Noah,Grüter,Switzerland,Noah,Grüter,Switzerland,1
Sofía,Fernández,Mexico,María,López,Mexico,0
Noah,Keller,Switzerland,Noah,Keller,Switzerland,1
Andrés,Martínez,Mexico,nAdrs,Martnez,Mexico,1
Gustavo,Gonçalves,Brazil,Rafaela,Fernandes,Brazil,0
Giulia,Grüter,Switzerland,Maxime,Müller,Switzerland,0
Sergio,Hugentobler,Switzerland,François,Hofmann,Switzerland,0
René,Martínez,Mexico,Carlos,Fernndez,Mexico,0
Giulia,Esposito,Italy,Chiara,Ferrari,Italy,0
Óscar,Hernández,Mexico,Louis,Durand,France,0
Louis,Durand,France,Camille,Petit,France,0
Matteo,Colombo,Italy,Giusepp,Russo,Italy,0
Luis,López,Mexico,Luis,López,Mexico,1
Beatriz,Gonçalves,Portugal,Ins,Santos,Portugal,0
Iñigo,Muñoz,Spain,Iñgio,Muñoz,Spain,1
Hannah,Fischer,Germany,Lae,Hoffmann,Germany,0
Chiara,Romano,Italy,Chiara,Romano,Italy,1
Miguel,Pereira,Portugal,Sofia,Fernandes,Portugal,0
Théo,Richard,France,René,Durand,France,0
Jesús,Fernández,Mexico,Jesús,Fernández,Mexico,1
Inês,Rodrigues,Portugal,Ins,Rodrigues,Portugal,1
Sergio,García,Spain,Lucía,Martínez,Spain,0
Hans,Käser,Switzerland,Hans,Kaeser,Switzerland,1
Eléna,Marino,Italy,Elna,Marino,Italy,1
Inês,Santos,Portugal,Rita,Silva,Portugal,0
Marta,Pereira,Portugal,Marat,Pereira,Portugal,1
Luis,García,Mexico,Lucía,Fernández,Mexico,0
Pablo,Muñoz,Spain,Pablo,Muñoz,Spain,1
Gustavo,Carvalho,Brazil,Gustavo,Carvalho,Brazil,1
Marco,Ricci,Italy,Marco,Ricci,Italy,1
Marta,Almeida,Portugal,Beatriz,Cravalho,Portugal,0
Rafaela,Carvalho,Brazil,Rafaela,Carvalho,Brazil,1
João,Gonçalves,Portugal,Rita,oLpes,Portugal,0
Sofía,Hernández,Mexico,Valeria,López,Mexico,0
Tobias,Schneider,Germany,Tobias,Schneider,Germany,1
Gonçalo,Carvalho,Portugal,Marta,Gonçalves,Portugal,0
Marta,Ferreira,Portugal,Marta,Ferriera,Portugal,1
Ana,Ferreira,Portugal,Marta,Pereira,Portugal,0
Francesca,Ferrari,Italy,Francesca,Ferrari,Italy,1
João,Carvalho,Brazil,Rogério,Oliveira,Brazil,0
Günter,Schäfer,Germany,Lea,Kraemer,Germany,0
Rogério,Souza,Brazil,Rogrio,oSuza,Brazil,1
João,Lopes,Portugal,Sofia,Gonçalves,Portugal,0
José,Flores,Mexico,Lucí,Lópze,Mexico,0
Chiara,Colombo,Italy,Chiara,Colombo,Italy,1
Sven,Wagner,Germany,Sabine,Groß,Germany,0
Tiago,Pereira,Portugal,Sofia,Lopes,Portugal,0
Giuseppe,Esposito,Italy,Matteo,Colombo,Italy,0
Hugo,Durand,France,Huog,Durand,France,1
Tiago,Ferreira,Portugal,Marta,Almeida,Portugal,0
Luca,Esposito,Italy,Giulia,Romano,Italy,0
José,Gómez,Spain,José,Gómez,Spain,1
Lena,Wagner,Germany,Svne,Scnheider,Germany,0
Lukas,Schneider,Switzerland,Luka,Schneider,Switzerland,1
René,Fernández,Mexico,René,Fernández,Mexico,1
Rita,Lopes,Portugal,Rita,Lopes,Portugal,1
Luísa,Santos,Brazil,Maixme,Grueter,Switzerland,0
João,Carvalho,Brazil,Bruno,Silva,Brazil,0
Maxime,Hugentobler,Switzerland,Maxime,Hugetnobler,Switzerland,1
Günter,Schäfer,Germany,Jona,Hoffamnn,Germany,0
Tobias,Schmidt,Germany,Gnter,Fischer,Germany,0
Matteo,Marino,Italy,Giulia,Rossi,Italy,0
Sabine,Wagner,Germany,Sabine,Wagner,Germany,1
Camila,Oliveira,Brazil,Camila,Oliveira,Brazil,0
Ana,Pérez,Spain,Ana,Pérez,Spain,1
Miguel,Gonçalves,Portugal,Ana,Santos,Portugal,0
Maxime,Müller,Switzerland,Maxime,Mueller,Switzerland,1
María,López,Mexico,Kaethe,Kraemer,Germany,0
Miguel,López,Mexico,Taigo,Pereira,Portugal,0
Tobias,Schneider,Germany,Tobias,Schneider,Germany,1
Francesca,Romano,Italy,Francseca,Romano,Italy,1
Sabine,Krämer,Germany,Hannah,Wagner,Germany,0
Lukas,Grüter,Switzerland,Noah,Hofmnan,Switzerland,0
Gonçalo,Fernandes,Portugal,Naoh,Grter,Switzerland,0
Lucía,García,Mexico,Luca,Garca,Mexico,1
Noah,Weiss,Switzerland,Marí,Gómez,Spain,0
Nina,Müller,Germany,Nina,Müller,Germany,1
Lukas,Hugentobler,Switzerland,Léa,Fischer,Switzerland,0
Miguel,Silva,Portugal,João,Santos,Brazil,0
Iñigo,Pérez,Spain,Noah,Grüter,Switzerland,0
Günter,Hoffmann,Germany,Kaethe,Fischer,Germany,0
Elena,Keller,Switzerland,Elena,Keller,Switzerland,1
José,López,Mexico,Lucía,Hernández,Mexico,0
Jürg,Meier,Switzerland,Jügr,Meier,Switzerland,1
Camille,Lefèvre,France,Caimlle,Lefèvre,France,1
Jürgen,Groß,Germany,Jürgen,Gorß,Germany,1
María,Martínez,Spain,María,Martníez,Spain,1
Louis,Garcia,France,Louis,Garcia,France,1
Günter,Schäfer,Germany,Sabine,Weiss,Germany,0
Gonçalo,Rodrigues,Portugal,Gonçalo,Rodrigeus,Portugal,1
Iñigo,Sánchez,Spain,Álvaro,Fernánedz,Spain,0
Óscar,Muñoz,Spain,Jord,López,Spain,0
Sabine,Krämer,Germany,Käthe,Fischer,Germany,0
Andrés,Muñoz,Mexico,Andrés,uMñoz,Mexico,1
Jordi,Muñoz,Spain,María,Ramírze,Mexico,0
Lukas,Fischer,Switzerland,Lukas,Fischer,Switzerland,1
Ana,Lopes,Portugal,Ana,Lopes,Portugal,1
Lukas,Müller,Switzerland,Luksa,Müller,Switzerland,1
María,Torres,Mexico,Lucí,García,Mexico,0
Jesús,Muñoz,Spain,Ren,Durand,France,0
Rafaela,Santos,Brazil,Miguel,Rocha,Brazil,0
Sergio,Martínez,Spain,Sregio,Martínez,Spain,1
Sofía,Muñoz,Mexico,Rafaela,Fernandes,Brazil,0
Lucía,López,Spain,Luca,Lpez,Spain,1
Léa,Schneider,Switzerland,Léa,Schneider,Switzerland,1
Ana,García,Spain,Ana,García,Spain,1
Tiago,Rodrigues,Portugal,Inês,Almeida,Portugal,0
Bruno,Santos,Brazil,Bruon,Santos,Brazil,1
Sergio,Hugentobler,Switzerland,Sergio,Hugentobler,Switzerland,1
Ana,Oliveira,Brazil,Ana,Oliveira,Brazil,1
Léa,Müller,Switzerland,La,Mller,Switzerland,1
Valeria,Hernández,Mexico,Luis,Torres,Mexico,0
Matteo,Müller,Switzerland,Giorgia,Greco,Italy,0
René,Fernández,Mexico,Reén,López,Mexico,0
Ana,Ferreira,Portugal,Ana,Ferreira,Portugal,1
Mariana,Santos,Brazil,Mariana,Santos,Brazil,1
Miguel,Silva,Portugal,Marta,Silva,Portugal,0
Luísa,Oliveira,Brazil,Lusa,Oliveira,Brazil,1
Käthe,Schmidt,Germany,João,Rodrigues,Portugal,0
Jesús,Martínez,Spain,Jses,Martnez,Spain,1
Beatriz,Gonçalves,Portugal,Beatriz,Gonçalves,Portugal,1
Iñigo,López,Spain,Laura,Álvarez,Spain,0
Gonçalo,Silva,Portugal,Gonalo,Silva,Portugal,1
Sara,Marino,Italy,Giorgia,Russo,Italy,0
Rafaela,Souza,Brazil,Marí,Fernández,Mexico,0
Lucía,Pérez,Mexico,Andrés,Flores,Mexico,0
Miguel,Lopes,Portugal,Miguel,Lopes,Portugal,1
Sofía,Hernández,Mexico,Sofía,Hernández,Mexico,1
Marta,Ferreira,Portugal,Marta,Ferreria,Portugal,1
Iñigo,Sánchez,Spain,Sergio,García,Spain,0
Lucía,Fernández,Mexico,Luca,Fernnedz,Mexico,1
Valeria,Ramírez,Mexico,Migeul,Torres,Mexico,0
Jürgen,Müller,Germany,Juegren,uMeller,Germany,1
Giulia,Marino,Italy,Sara,Ricci,Italy,0
Marta,Silva,Portugal,Marta,Silva,Portugal,1
Alessandro,Romano,Italy,Alessandro,Romano,Italy,1
Jonas,Weiß,Germany,Svne,Müller,Germany,0
Maxime,Schneider,Switzerland,Maxime,Schneider,Switzerland,1
Luca,Esposito,Italy,Luca,Esposiot,Italy,1
Valeria,López,Mexico,scar,Lpez,Mexico,0
Luis,Flores,Mexico,Luis,Floers,Mexico,1
Sofia,Fernandes,Portugal,Rita,Almeida,Portugal,0
Lukas,Schneider,Germany,Günter,Hoffmann,Germany,0
Francesca,Marino,Italy,Francesca,Marino,Italy,1
Pedro,Rodrigues,Portugal,Sofia,Ferriera,Portugal,0
Nina,Schmidt,Germany,Jonas,Kraemer,Germany,0
Mélanie,Weiss,Switzerland,Mélani,Weiss,Switzerland,1
Lucía,López,Spain,Lucía,García,Spain,0
Chloé,Bernard,France,Cmaille,aGrcia,France,0
René,Petit,France,Élodie,aLurent,France,0
Käthe,Schmidt,Germany,Miguel,Flores,Mexico,0
Pablo,Martínez,Spain,Noémie,Lefèvre,France,0
Camille,Garcia,France,Camille,Garcia,France,1
Ana,Souza,Brazil,Ana,Souza,Brazil,1
Luísa,Rocha,Brazil,Andr,Prez,Mexico,0
Ana,Pereira,Portugal,Ana,ePreira,Portugal,1
Léa,Richard,France,Léa,Rihcard,France,1
Alessandro,Bianchi,Italy,Chiara,Russo,Italy,0
João,Silva,Brazil,João,Silva,Brazil,1
Beatriz,Almeida,Portugal,Beatriz,Almeida,Portugal,1
Emma,Durand,France,Emma,Durand,France,1
Inês,Pereira,Portugal,Sofia,Lopes,Portugal,0
René,Pérez,Mexico,Luis,Hernndez,Mexico,0
Hugo,Moreau,France,Chlo,Ren,France,0
Rita,Pereira,Portugal,Rita,Pereira,Portugal,1
Álvaro,Álvarez,Spain,scar,Daz,Spain,0
Lukas,Schmidt,Germany,Lea,Krämer,Germany,0
Léa,Durand,France,La,Durand,France,1
Alessandro,Ferrari,Italy,Francesca,Romano,Italy,0
José,Martínez,Spain,Iñigo,Álvarez,Spain,0
Bruno,Rocha,Brazil,Bruno,Rocha,Brazil,1
Luca,Ricci,Italy,Luca,Ricci,Italy,1
Hans,Müller,Switzerland,Hans,Mueller,Switzerland,1
Sergio,Schneider,Switzerland,Juerg,Hugentobler,Switzerland,0
Fernanda,Oliveira,Brazil,Fernanda,Oliveira,Brazil,1
Jordi,Gómez,Spain,Luaks,Groß,Germany,0
Luís,Carvalho,Portugal,Luís,Cavralho,Portugal,1
Hugo,Richard,France,uHgo,Richard,France,1
Rafaela,Lima,Brazil,Rafaela,Lima,Brazil,1
Chloé,Laurent,France,Pedro,Santos,Portugal,0
Bruno,Silva,Brazil,Marta,Silva,Portugal,0
Lea,Müller,Germany,Lea,Müller,Germany,1
Iñigo,Sánchez,Spain,Iñigo,Sánchez,Spain,1
Luis,Pérez,Mexico,Luis,Pérez,Mexico,1
Laura,Fernández,Spain,Iñigo,Díaz,Spain,0
José,Pérez,Spain,oJs,Prez,Spain,1
Marco,Rossi,Italy,Eléna,Marino,Italy,0
Giulia,Russo,Italy,Giorgia,Marino,Italy,0
Carlos,Torres,Mexico,Carols,Torres,Mexico,1
Eléna,Greco,Italy,Mraco,Bianchi,Italy,0
Sabine,Fischer,Germany,Kthe,Fischer,Germany,0
Matteo,Müller,Switzerland,Matteo,Müller,Switzerland,1
Sara,Ricci,Italy,Sara,Ricci,Italy,1
Jesús,Díaz,Spain,Jesús,íDaz,Spain,1
Hannah,Hoffmann,Germany,Hannah,Hoffmann,Germany,1
Tiago,Almeida,Portugal,Tiago,Carvalho,Portugal,0
Pedro,Silva,Brazil,Miguel,Santos,Brazil,0
Sergio,Hofmann,Switzerland,Maxime,Fischer,Switzerland,0
Pedro,Rocha,Brazil,Pedro,Rocha,Brazil,1
Valeria,López,Mexico,Sofa,Lepz,Mexico,0
Valeria,Ramírez,Mexico,Valeria,aRmírez,Mexico,1
Sabine,Groß,Germany,Sabine,Gro,Germany,1
Lena,Groß,Germany,eLna,Gorss,Germany,1
Nina,Wagner,Germany,Nina,Wagner,Germany,1
Hannah,Schneider,Germany,lodie,Moreau,France,0
Rafaela,Silva,Brazil,Lusía,Carvalho,Brazil,0
Lucía,Hernández,Mexico,Sofa,Lpez,Mexico,0
Sergio,García,Spain,Sergio,Garca,Spain,1
Miguel,Fernandes,Brazil,Kaethe,Fischer,Germany,0
Luis,Ramírez,Mexico,Luca,Muoz,Mexico,0
Marta,Fernandes,Portugal,Marta,Fernandes,Portugal,1
Jordi,García,Spain,Jordi,García,Spain,1
Luísa,Silva,Brazil,Luísa,Silva,Brazil,1
Maxime,Hofmann,Switzerland,Maxim,Hofmann,Switzerland,1
Matteo,Ferrari,Italy,Álavro,Sánchez,Spain,0
Lena,Hoffmann,Germany,Tobias,Wagner,Germany,0
Ana,Fernandes,Brazil,Fernanda,Oliviera,Brazil,0
Marta,Lopes,Portugal,Sofia,Rodrigues,Portugal,0
Álvaro,Martínez,Spain,Nina,Hoffmann,Germany,0
Maxime,Müller,Switzerland,Maxime,Mueller,Switzerland,1
João,Rocha,Brazil,Mariana,Gonçalves,Brazil,0
João,Gonçalves,Portugal,Sofia,Almeiad,Portugal,0
Sébastien,Durand,France,Louis,Richard,France,0
Lucía,Pérez,Spain,Lena,Schmidt,Germany,0
Luis,López,Mexico,Jesús,Torers,Mexico,0
Mariana,Santos,Brazil,Mraiana,Santos,Brazil,1
José,Hernández,Mexico,Jseús,Hernández,Mexico,0
Giuseppe,Bianchi,Italy,Giuseppe,Bianchi,Italy,1
Hans,Hofmann,Switzerland,Sergio,Fischre,Switzerland,0
Rafaela,Lima,Brazil,Rafaela,Lima,Brazil,1
Giulia,Schneider,Switzerland,Elena,Hofmann,Switzerland,0
René,Muñoz,Mexico,María,Torres,Mexico,0
Jesús,Díaz,Spain,Luara,Díaz,Spain,0
Giulia,Weiss,Switzerland,rJg,Hugentobler,Switzerland,0
Chloé,Bernard,France,Chloé,eBrnard,France,1
Nina,Krämer,Germany,Nnia,Krmer,Germany,1
Noémie,Richard,France,Noméie,Moreau,France,0
Élodie,Laurent,France,lodie,Laurent,France,1
Sofia,Santos,Portugal,Marta,Lpoes,Portugal,0
Inês,Pereira,Portugal,Hugo,Mroeau,France,0
Théo,Moreau,France,Théo,Mroeau,France,1
Fernanda,Rocha,Brazil,Bruno,Santos,Brazil,0
Tiago,Silva,Portugal,Tiago,Silva,Portugal,1
Jesús,Muñoz,Mexico,Luís,Lopes,Portugal,0
Lea,Hoffmann,Germany,mEma,Durand,France,0
Chloé,Petit,France,Chloé,Petit,France,1
Jonas,Groß,Germany,Tobis,Fischer,Germany,0
Lea,Fischer,Germany,Nina,Müller,Germany,0
Lena,Krämer,Germany,Lena,Kraeemr,Germany,1
Francesco,Greco,Italy,Francesco,Greco,Italy,1
João,Fernandes,Brazil,João,Fernandes,Brazil,1
Käthe,Wagner,Germany,Kaethe,Wganer,Germany,1
Jordi,Martínez,Spain,Ana,Pérez,Spain,0
Matteo,Grüter,Switzerland,Giulia,Schneider,Switzerland,0
Francesca,Rossi,Italy,Francesca,Rossi,Italy,1
Noah,Käser,Switzerland,Noha,Kaeser,Switzerland,1
Bruno,Lima,Brazil,Brun,Lima,Brazil,1
Laura,Martínez,Spain,Laura,aMrtínez,Spain,1
Jonas,Krämer,Germany,Jonas,Krmer,Germany,1
Luis,García,Mexico,Luis,Garca,Mexico,1
Elena,Keller,Switzerland,Hugo,Ren,France,0
Giorgia,Ferrari,Italy,Giorgia,Ferrari,Italy,1
Nina,Krämer,Germany,Lukas,Groß,Germany,0
Francesco,Greco,Italy,Fracnesco,Greco,Italy,1
Gonçalo,Lopes,Portugal,Léa,Weiss,Switzerland,0
Ana,Sánchez,Spain,Ana,Sánchez,Spain,1
Carlos,Fernández,Mexico,Andrés,Pérez,Mexico,0
Élodie,Garcia,France,Hugo,Dubois,France,0
Emma,Garcia,France,Emma,Garcia,France,1
Miguel,Ferreira,Portugal,Miguel,Ferreira,Portugal,1
Sébastien,Moreau,France,Emma,Durand,France,0
Louis,Lefèvre,France,Louis,Lefvre,France,1
Luis,Hernández,Mexico,Lucía,Fernández,Mexico,0
Valeria,Flores,Mexico,Óscar,Fernández,Spain,0
Noah,Käser,Switzerland,Sabine,Schneider,Germany,0
Lucía,Díaz,Spain,Sofía,Heránndez,Mexico,0
Lukas,Fischer,Germany,Nina,Schneider,Germany,0
María,López,Spain,Mara,Lpez,Spain,1
Maxime,Grüter,Switzerland,Giulia,Schneider,Switzerland,0
François,Keller,Switzerland,Léa,Hugentobler,Switzerland,0
Léa,Meier,Switzerland,Léa,Meier,Switzerland,1
Sergio,Gómez,Spain,Jordi,Fernández,Spain,0
Giulia,Schneider,Switzerland,Giuli,Schneider,Switzerland,1
Luísa,Souza,Brazil,Luís,Souza,Brazil,1
Laura,López,Spain,Laura,López,Spain,1
Luísa,Santos,Brazil,Fernanda,Santos,Brazil,0
Alessandro,Ricci,Italy,Alessandr,Ferrari,Italy,0
Luísa,Carvalho,Brazil,Brun,Lima,Brazil,0
Miguel,Gonçalves,Brazil,ePdro,Carvalho,Brazil,0
Inês,Fernandes,Portugal,Inês,Fernandes,Portugal,1
Käthe,Weiß,Germany,eLa,rGoss,Germany,0
Mélanie,Grüter,Switzerland,Mlanie,Gretr,Switzerland,1
Óscar,Martínez,Mexico,Óscar,Matrínez,Mexico,1
Jesús,López,Spain,Jordi,Pérez,Spain,0
Miguel,Oliveira,Brazil,Pedro,Rocha,Brazil,0
René,Richard,France,René,Richard,France,1
Pedro,Pereira,Brazil,Pedro,Pereira,Brazil,1
Lucía,Sánchez,Spain,Fernanda,Silva,Brazil,0
María,Sánchez,Spain,Pablo,Péerz,Spain,0
Hervé,Durand,France,Hervé,Durand,France,1
Hugo,René,France,Camille,Petit,France,0
Tobias,Müller,Germany,Juergen,Mueller,Germany,0
Lea,Hoffmann,Germany,Jeúss,Flores,Mexico,0
Léa,Fischer,Switzerland,La,Keller,Switzerland,0
Ana,Muñoz,Spain,José,Pérez,Spain,0
Théo,Laurent,France,Clhoé,Luarent,France,0
Chiara,Esposito,Italy,Francesca,Colombo,Italy,0
Luis,López,Mexico,Luis,López,Mexico,1
Giorgia,Colombo,Italy,Giorgia,Colombo,Italy,1
Óscar,Flores,Mexico,Óscar,Flores,Mexico,1
Théo,Durand,France,Emam,Lefèvre,France,0
Noémie,Durand,France,Noémi,Durnad,France,1
Käthe,Wagner,Germany,Kaethe,Wagner,Germany,1
René,Martínez,Mexico,Ren,Martnez,Mexico,1
Noémie,Laurent,France,Nomi,Garcia,France,0
Francesca,Esposito,Italy,Miguel,Lpoes,Portugal,0
Tobias,Schmidt,Germany,oTbia,Schmidt,Germany,1
Sara,Ferrari,Italy,aSra,Ferrari,Italy,1
Gonçalo,Santos,Portugal,Gonçalo,Santos,Portugal,1
Pedro,Oliveira,Brazil,Joo,lOiveira,Brazil,0
Matteo,Weiss,Switzerland,Juerg,Keller,Switzerland,0
Sara,Russo,Italy,Sara,Russo,Italy,1
Pablo,Muñoz,Spain,Jordi,Pérez,Spain,0
Marta,Pereira,Portugal,Ana,Pereira,Portugal,0
Léa,Müller,Switzerland,La,Mueller,Switzerland,1
Eléna,Colombo,Italy,Eléna,Colombo,Italy,1
Camila,Rocha,Brazil,aMriana,Carvalho,Brazil,0
Théo,Garcia,France,Théo,Gracia,France,1
Luís,Gonçalves,Portugal,Mart,Lopes,Portugal,0
Camila,Fernandes,Brazil,Brnuo,Oliveira,Brazil,0
Jürg,Hugentobler,Switzerland,Franois,Meier,Switzerland,0
Beatriz,Ferreira,Portugal,Matteo,Bianchi,Italy,0
Álvaro,Muñoz,Spain,Álvaro,Muñoz,Spain,1
Luís,Almeida,Portugal,Líus,Almeida,Portugal,1
Léa,Garcia,France,Luísa,Silva,Brazil,0
José,Hernández,Mexico,José,Hernández,Mexico,1
Sven,Groß,Germany,Sven,Groß,Germany,1
Beatriz,Almeida,Portugal,Pedro,Carvalho,Portugal,0
Lucía,Hernández,Mexico,Noah,Kaeser,Switzerland,0
Sofia,Gonçalves,Portugal,Sofia,Gonçalves,Portugal,1
Sven,Weiß,Germany,Käthe,Groß,Germany,0
Käthe,Müller,Germany,Kaethe,Mueller,Germany,1
François,Hugentobler,Switzerland,François,Hugentobler,Switzerland,1
Sara,Ferrari,Italy,Sara,Ferrair,Italy,1
Elena,Hugentobler,Switzerland,Elena,Hguentobler,Switzerland,1
Léa,Fischer,Switzerland,Jürg,Hugentolber,Switzerland,0
Óscar,Martínez,Spain,Óscar,Marítnez,Spain,1
Günter,Groß,Germany,Gnter,Schfer,Germany,0
Hervé,Dubois,France,Herv,Dubois,France,1
Sofia,Fernandes,Portugal,Rita,Silva,Portugal,0
René,López,Mexico,Ren,Lpez,Mexico,1
Lea,Krämer,Germany,Lea,Kraemer,Germany,1
João,Pereira,Portugal,Joo,Pereira,Portugal,1
Gonçalo,Pereira,Portugal,Beatriz,Pereira,Portugal,0
Sabine,Wagner,Germany,Sabin,Wagner,Germany,1
François,Käser,Switzerland,Noah,Grter,Switzerland,0
Gustavo,Rocha,Brazil,Ana,Lmia,Brazil,0
Francesco,Colombo,Italy,Francesco,Colombo,Italy,1
Gonçalo,Ferreira,Portugal,Migue,Carvalho,Portugal,0
Matteo,Bianchi,Italy,Matet,Bianchi,Italy,1
René,Garcia,France,Óscar,Fernández,Mexico,0
Maxime,Käser,Switzerland,Matteo,Hofmann,Switzerland,0
Beatriz,Lopes,Portugal,Beatriz,Lopes,Portugal,1
Luis,Ramírez,Mexico,uLkas,Fischer,Germany,0
Jordi,Muñoz,Spain,Jordi,Muñoz,Spain,1
Jonas,Müller,Germany,Jnoa,Mueller,Germany,1
Fernanda,Lima,Brazil,Bruno,Sozua,Brazil,0
Miguel,Pereira,Portugal,Migue,Pereira,Portugal,1
Emma,Lefèvre,France,Emma,Lefvre,France,1
María,Díaz,Spain,Ana,Martínez,Spain,0
Hannah,Wagner,Germany,Tobias,Kreamer,Germany,0
Francesco,Russo,Italy,Giuseppe,Romano,Italy,0
René,Martínez,Mexico,Lucía,Ramírez,Mexico,0
Emma,Bernard,France,Emma,Bernard,France,1
René,Flores,Mexico,René,Floers,Mexico,1
Emma,Moreau,France,René,René,France,0
Francesca,Romano,Italy,Francesca,Romano,Italy,1
Hannah,Schäfer,Germany,Hannah,Schäfer,Germany,1
Jürgen,Groß,Germany,Juergen,Gross,Germany,1
Ana,Souza,Brazil,Bruno,Souza,Brazil,0
Louis,Petit,France,Gustavo,Lima,Brazil,0
María,Martínez,Mexico,Mara,Martnez,Mexico,1
Günter,Krämer,Germany,Käthe,Groß,Germany,0
Jonas,Hoffmann,Germany,Ana,Pereira,Brazil,0
Matteo,Hugentobler,Switzerland,Lukas,Fischer,Switzerland,0
Gustavo,Lima,Brazil,Rogério,Carvalho,Brazil,0
María,Flores,Mexico,Luis,Hernndez,Mexico,0
Francesco,Greco,Italy,Francesc,Ferrari,Italy,0
Mariana,Oliveira,Brazil,Mariana,Oliveira,Brazil,1
Marco,Romano,Italy,María,García,Mexico,0
Jonas,Müller,Germany,Jonas,Mueller,Germany,1
Luísa,Oliveira,Brazil,João,Lmia,Brazil,0
Léa,Weiss,Switzerland,iGulia,Keller,Switzerland,0
Sofía,Hernández,Mexico,Hugo,Moreau,France,0
João,Fernandes,Brazil,Pedro,Santos,Brazil,0
Noémie,René,France,Camille,Garcia,France,0
Miguel,Ferreira,Portugal,Tiago,Silva,Portugal,0
Sébastien,Moreau,France,Léa,Petit,France,0
Iñigo,Muñoz,Spain,María,Sánchez,Spain,0
René,Flores,Mexico,René,Flores,Mexico,1
Iñigo,López,Spain,Iñigo,Lópze,Spain,1
Günter,Schmidt,Germany,Lena,Hoffmann,Germany,0
Miguel,Carvalho,Brazil,iMguel,Carvalho,Brazil,1
Marta,Almeida,Portugal,Mart,lAmeida,Portugal,1
Lukas,Hofmann,Switzerland,Jürg,Weiss,Switzerland,0
René,Ramírez,Mexico,Valeria,Torres,Mexico,0
Günter,Wagner,Germany,Tobias,Wagner,Germany,0
Pablo,Sánchez,Spain,Pablo,Sánchez,Spain,1
Hannah,Hoffmann,Germany,Hannah,Hoffmann,Germany,1
José,López,Mexico,Sofía,Fernández,Mexico,0
Luísa,Lima,Brazil,Lusía,Lima,Brazil,1
Álvaro,Pérez,Spain,Ana,García,Spain,0
Giulia,Meier,Switzerland,Giuila,Meier,Switzerland,1
Élodie,Richard,France,Emma,Bernard,France,0
Óscar,Díaz,Spain,scar,Daz,Spain,1
Théo,Moreau,France,Lucía,Ramírez,Mexico,0
Noémie,René,France,lodie,Garcia,France,0
Sofía,Flores,Mexico,Sofía,Floers,Mexico,1
Sofía,Torres,Mexico,Sofía,Torres,Mexico,1
Álvaro,García,Spain,lvaro,Garca,Spain,1
René,Fernández,Mexico,René,Hernández,Mexico,0
Laura,Pérez,Spain,José,Gómez,Spain,0
